toast_item,reason,candidate_recipe_name,candidate_recipe_id,candidate_recipe_type,candidate_category,recipe_cost,menu_price,is_inactive,score
Soom Sesame Tahini (11oz),fuzzy match,Chocolate Tahini Swirl Pie,490475812,Holiday Items,MENU,6.4,6.4,False,0.49
Soom Sesame Tahini (11oz),fuzzy match,Tomato Tahini Soup - retail quart,375816488,Soups & Salads,MENU,4.75,4.75,False,0.481
Soom Sesame Tahini (11oz),fuzzy match,12oz Hot Coffee,298381189,Drinks,MENU,1,1,False,0.474
Spindrift Grapefruit Sparkling Water,fuzzy match,Spindrift - Grapefruit,379449035,Drinks,MENU,0.97,0.97,False,0.714
Spindrift Grapefruit Sparkling Water,fuzzy match,Sparkling Watermelon Daiquiri,434939474,Cocktail,BAR,1.63,1.63,False,0.585
Spindrift Grapefruit Sparkling Water,fuzzy match,Sprindrift - Orange Mango,379450135,Drinks,MENU,0.97,0.97,False,0.542
Spindrift Grapefruit Sparkling Water,fuzzy match,Spindrift Blood Orange Tangerine,684889075,Beer,BAR,1.3,1.3,True,0.529
Spindrift Grapefruit Sparkling Water,fuzzy match,State Park Kid's Fried Chicken Sandwich,488874133,Sandwiches,MENU,2.34,2.34,False,0.514
Spindrift Orange Mango Sparkling Water,fuzzy match,Sprindrift - Orange Mango,379450135,Drinks,MENU,0.97,0.97,False,0.754
Spindrift Orange Mango Sparkling Water,fuzzy match,Spindrift Blood Orange Tangerine,684889075,Beer,BAR,1.3,1.3,True,0.686
Spindrift Orange Mango Sparkling Water,fuzzy match,Spindrift - Grapefruit,379449035,Drinks,MENU,0.97,0.97,False,0.552
Spindrift Orange Mango Sparkling Water,fuzzy match,Sparkling Watermelon Daiquiri,434939474,Cocktail,BAR,1.63,1.63,False,0.537
Spindrift Orange Mango Sparkling Water,fuzzy match,Blood Orange Margarita,638962075,Cocktail,BAR,2.74,2.74,True,0.533
Spindrift Pineapple Sparkling Water,fuzzy match,Spindrift - Pineapple,379450542,Drinks,MENU,0.97,0.97,False,0.704
Spindrift Pineapple Sparkling Water,fuzzy match,Spindrift - Grapefruit,379449035,Drinks,MENU,0.97,0.97,False,0.582
Spindrift Pineapple Sparkling Water,fuzzy match,Sprindrift - Orange Mango,379450135,Drinks,MENU,0.97,0.97,False,0.552
Spindrift Pineapple Sparkling Water,fuzzy match,Sparkling Watermelon Daiquiri,434939474,Cocktail,BAR,1.63,1.63,False,0.531
Spindrift Pineapple Sparkling Water,fuzzy match,"Bottle Spring Water, 16.9oz.",379447213,Drinks,MENU,0.24,0.24,False,0.525
Sour Cream Walnut Coffee Cake Slice (v),fuzzy match,Coffee Cake - Slice,472339488,Pastries,MENU,0.53,0.53,True,0.654
Sour Cream Walnut Coffee Cake Slice (v),fuzzy match,Flourless Chocolate Cake - Slice,380240253,Holiday Items,MENU,0.81,0.81,False,0.585
Sour Cream Walnut Coffee Cake Slice (v),fuzzy match,Honey Walnut Layer Cake - 8in,642921983,Custom Cakes,MENU,12.87,12.87,False,0.581
Sour Cream Walnut Coffee Cake Slice (v),fuzzy match,Passionfruit Cheesecake - Slice,592993931,Holiday Items,MENU,1.91,1.91,True,0.562
Sour Cream Walnut Coffee Cake Slice (v),fuzzy match,Chocolate Cake - Slice,621144826,Pastries,MENU,1.14,1.14,False,0.545
Swiss Cheese (1 lb),fuzzy match,Swiss Cheese (retail 1/2#),301897650,Deli Case,MENU,1.45,1.45,False,0.791
Swiss Cheese (1 lb),fuzzy match,Egg and Cheese Sandwich,245921399,Sandwiches,MENU,0.56,0.56,False,0.611
Swiss Cheese (1 lb),fuzzy match,Side of Cream Cheese,301813400,Sides,MENU,0.29,0.29,False,0.588
Swiss Cheese (1 lb),fuzzy match,Cheddar Cheese (retail 1/2#),301897827,Deli Case,MENU,2.27,2.27,False,0.578
Swiss Cheese (1 lb),fuzzy match,Lox Cream Cheese (half pint),239550745,Deli Case,MENU,3.4,3.4,False,0.571
Swiss Cheese (1/2 lb),fuzzy match,Swiss Cheese (retail 1/2#),301897650,Deli Case,MENU,1.45,1.45,False,0.844
Swiss Cheese (1/2 lb),fuzzy match,Cheddar Cheese (retail 1/2#),301897827,Deli Case,MENU,2.27,2.27,False,0.638
Swiss Cheese (1/2 lb),fuzzy match,Lox Cream Cheese (half pint),239550745,Deli Case,MENU,3.4,3.4,False,0.636
Swiss Cheese (1/2 lb),fuzzy match,Dill Cream Cheese (half pint),239548270,Deli Case,MENU,1.9,1.9,False,0.622
Swiss Cheese (1/2 lb),fuzzy match,Schmaltz - 1/2#,375817918,Freezer,MENU,1.5,1.5,False,0.588
Tea bags (from Box of Hot Water & MEM Tea bags),fuzzy match,White Tea Shot,563652962,Cocktail,BAR,1.32,1.32,False,0.533
Tea bags (from Box of Hot Water & MEM Tea bags),fuzzy match,Latkes (hot from the kitchen),239726062,Sides,MENU,0.74,0.74,False,0.519
Tea bags (from Box of Hot Water & MEM Tea bags),fuzzy match,Mini Bagel with Carrot Lox & Schmear,848870190,Dinner Catering,MENU,0.13,0.13,False,0.467
Tea bags (from Box of Hot Water & MEM Tea bags),fuzzy match,Pint Foam Heavy Water,549526921,Draught Beer,BAR,2.51,2.51,True,0.462
Tea bags (from Box of Hot Water & MEM Tea bags),fuzzy match,Classic Nova Platter - NO BAGELS,1139943334,Platters,MENU,26.83,26.83,False,0.459
"Tequila, TC Craft  (1.5oz)",fuzzy match,12oz Black Iced Tea,298395533,Drinks,MENU,0.84,0.84,False,0.537
"Tequila, TC Craft  (1.5oz)",fuzzy match,Tequila Por Mi Amante,435612653,Spirits,BAR,1.02,1.02,False,0.512
"Tequila, TC Craft  (1.5oz)",fuzzy match,12oz Hibiscus Iced Tea,298395647,Drinks,MENU,0.87,0.87,False,0.5
"Tequila, TC Craft  (1.5oz)",fuzzy match,ElVelo Blanco Tequila Shot,491088348,Spirits,BAR,2.43,2.43,False,0.5
"Tequila, TC Craft  (1.5oz)",fuzzy match,G4 Tequila,816656044,Spirits,BAR,0,,False,0.5
Tip Top Espresso Martini,fuzzy match,Light Espresso Martini,253789872,Cocktail,BAR,2.13,2.13,False,0.783
Tip Top Espresso Martini,fuzzy match,Rum Espresso Martini,1159284789,Cocktail,BAR,3.16,3.16,False,0.773
Tip Top Espresso Martini,fuzzy match,Dark Espresso Martini,253781084,Cocktail List,BAR,2.49,2.49,False,0.756
Tip Top Espresso Martini,fuzzy match,Tito's Martini,493490772,Cocktail,BAR,1.86,1.86,False,0.703
Tip Top Espresso Martini,fuzzy match,Ford's Martini,484623322,Cocktail,BAR,2.12,2.12,False,0.541
Tip Top Negroni,fuzzy match,Catrina Negroni,323605448,Cocktail,BAR,2.44,2.44,False,0.667
Tip Top Negroni,fuzzy match,Negroni,306012067,Cocktail,BAR,2.31,2.31,False,0.636
Tip Top Negroni,fuzzy match,Tito's Martini,493490772,Cocktail,BAR,1.86,1.86,False,0.571
Tip Top Negroni,fuzzy match,Barr Hill Negroni,485207840,Cocktail,BAR,2.95,2.95,False,0.562
Tip Top Negroni,fuzzy match,Tanqueray Negroni,485206918,Cocktail,BAR,2.53,2.53,False,0.562
Tip Top Old Fashioned,fuzzy match,Old Fashioned,484616986,Cocktail,BAR,1.63,1.63,False,0.765
Tip Top Old Fashioned,fuzzy match,Old Fashioned ,1185714005,Cocktail,BAR,1.71,1.71,False,0.765
Tip Top Old Fashioned,fuzzy match,La Gritona Old Fashioned,1018423353,Cocktail,BAR,3.23,3.23,False,0.756
Tip Top Old Fashioned,fuzzy match,WT101 Old Fashioned,933510669,Cocktail,BAR,1.68,1.68,False,0.75
Tip Top Old Fashioned,fuzzy match,Oaxacan Old Fashioned,671692260,Cocktail,BAR,2.75,2.75,False,0.714
Ukrainian Beef Borscht (frozen quart),fuzzy match,Beef Borscht (retail quart),301910878,Freezer,MENU,5.22,5.22,False,0.733
Ukrainian Beef Borscht (frozen quart),fuzzy match,Mushroom Barley Soup (retail quart),527932246,Freezer,MENU,3.5,3.5,False,0.5
Ukrainian Beef Borscht (frozen quart),fuzzy match,"Pumpernickel Bagels, Frozen 6-pacl",246309288,Freezer,MENU,1,1,False,0.5
Ukrainian Beef Borscht (frozen quart),fuzzy match,Black Bean Chili (freezer retail),842799335,Freezer,MENU,3.71,3.71,False,0.485
Ukrainian Beef Borscht (frozen quart),fuzzy match,Bulk Bagels - Baker's Dozen,375238896,Breads,MENU,2.35,2.35,False,0.475
Vegan Matzah Ball Soup (frozen quart),fuzzy match,Quart Matzah Ball Soup (hot),245899631,Soups & Salads,MENU,1.76,1.76,False,0.787
Vegan Matzah Ball Soup (frozen quart),fuzzy match,Quart Matzah Ball Soup,245901621,Freezer,MENU,1.95,1.95,False,0.772
Vegan Matzah Ball Soup (frozen quart),fuzzy match,Vegan Matzah Ball Soup,842800239,Freezer,MENU,3.91,3.91,False,0.772
Vegan Matzah Ball Soup (frozen quart),fuzzy match,Cup Matzah Ball Soup,245898926,Soups & Salads,MENU,0.73,0.73,False,0.618
Vegan Matzah Ball Soup (frozen quart),fuzzy match,Mushroom Barley Soup (retail quart),527932246,Freezer,MENU,3.5,3.5,False,0.588
Vodka Pickled Cucumber Soda,fuzzy match,Pickled Cucumber Lemonade,842978234,Drinks,MENU,1.25,1.25,False,0.731
Vodka Pickled Cucumber Soda,fuzzy match,Hoodie- Pickle the Great,413859830,Retail,MENU,13.75,13.75,False,0.52
Vodka Pickled Cucumber Soda,fuzzy match,Cap- Pickles the Great,413859033,Retail,MENU,15,15,False,0.5
Vodka Pickled Cucumber Soda,fuzzy match,Chai Spiced Whiskey and Cider,1022118352,Cocktail,BAR,1.84,1.84,True,0.5
Vodka Pickled Cucumber Soda,fuzzy match,Kale Caesar Salad,1124637946,Appetizers,MENU,0.95,0.95,False,0.5
Vodka Raspberry Lime Rickey,fuzzy match,Raspberry Lime Rickey (HQ/WS),417106209,Drinks,MENU,1.57,1.57,False,0.815
Vodka Raspberry Lime Rickey,fuzzy match,Raspberry Lime Ricky (HSP),476126381,Drinks,MENU,0.7,0.7,False,0.784
Vodka Raspberry Lime Rickey,fuzzy match,Valentine's Chocolate-Raspberry Heart Cake,1109531916,Pastries,MENU,3.76,3.76,False,0.559
Vodka Raspberry Lime Rickey,fuzzy match,Raspberry Sufganiyot,316351508,Holiday Items,MENU,0.84,0.84,False,0.553
Vodka Raspberry Lime Rickey,fuzzy match,"Rugelach, Raspberry - 1 each",338660566,Pastries,MENU,0.14,0.14,False,0.553
"Vodka, GrandTen (1.5oz)",fuzzy match,Bloody Moira w/vodka,331240578,Cocktail,BAR,57.6,57.6,True,0.526
"Vodka, GrandTen (1.5oz)",fuzzy match,Orange Juice - 8oz.,379458695,Drinks,MENU,1.8,1.8,False,0.5
"Vodka, GrandTen (1.5oz)",fuzzy match,Oka Brand Dry Bermutto,727497762,Spirits,BAR,1.3,1.3,False,0.476
"Vodka, GrandTen (1.5oz)",fuzzy match,Dill Vodka,298378983,Cocktail,BAR,1.38,1.38,False,0.467
"Vodka, GrandTen (1.5oz)",fuzzy match,Ten To One 5 Origin Rum ,1161668907,Spirits,BAR,2.78,2.78,False,0.465
Whole Chocolate Layer Cake (v),fuzzy match,Chocolate Layer Cake - Slice,401515594,Pastries,MENU,1.16,1.16,False,0.885
Whole Chocolate Layer Cake (v),fuzzy match,"Whole Chocolate Cake - 6""",351507596,Pastries,MENU,5.39,5.39,False,0.816
Whole Chocolate Layer Cake (v),fuzzy match,Chocolate Cake - Slice,621144826,Pastries,MENU,1.14,1.14,False,0.739
Whole Chocolate Layer Cake (v),fuzzy match,Mamalehs Chocolate Cake,298769813,Pastries,MENU,2.03,2.03,False,0.735
Whole Chocolate Layer Cake (v),fuzzy match,"Flourless Chocolate Cake - 6""",380168853,Holiday Items,MENU,3.4,3.4,True,0.717
Zero Gravity / Little Wolf Pale Ale (16oz can),fuzzy match,Pint Zero Gravity Little Wolf PA,417307285,Draught Beer,BAR,1.29,1.29,True,0.771
Zero Gravity / Little Wolf Pale Ale (16oz can),fuzzy match,Pitcher Zero Gravity Conehead,562622019,Draught Beer,BAR,4.99,4.99,False,0.567
Zero Gravity / Little Wolf Pale Ale (16oz can),fuzzy match,Zero Gravity CH Haze Pitcher,736778646,Draught Beer,BAR,4.82,4.82,True,0.545
Zero Gravity / Little Wolf Pale Ale (16oz can),fuzzy match,Belleflower Violet Palms 16oz Can,1176827003,Beer,BAR,3.19,3.19,False,0.533
Zero Gravity / Little Wolf Pale Ale (16oz can),fuzzy match,Zero Gravity Conehead Haze,736777568,Draught Beer,BAR,1.29,1.29,True,0.531
Zab's Hot Sauce (6oz),fuzzy match,Side Sauce- Nashville Hot Aioli,298739247,Big Dipper Sauces,MENU,0.34,0.34,False,0.542
Zab's Hot Sauce (6oz),fuzzy match,Katsu Sauce Cocktail Shot,455881961,Cocktail,BAR,0,,True,0.512
Zab's Hot Sauce (6oz),fuzzy match,"Bottle Spring Water, 16.9oz.",379447213,Drinks,MENU,0.24,0.24,False,0.5
Zab's Hot Sauce (6oz),fuzzy match,Tanqueray Gin Shot,522468698,Spirits,BAR,1.43,1.43,False,0.5
Zab's Hot Sauce (6oz),fuzzy match,Side Sauce- Garlic Aioli,298739336,Big Dipper Sauces,MENU,0.34,0.34,True,0.488
